eig1   eig2   A
(0.692803263753+0j) (0.410823831903+0j) 0.25971
(0.696902486059+0j) (0.408407341434+0j) 0.25972
(0.700943145445+0j) (0.406053034999+0j) 0.25973
(0.704923694366+0j) (0.403760142899+0j) 0.25974
(0.708846325086+0j) (0.401525805379+0j) 0.25975
(0.712714647688+0j) (0.399346488098+0j) 0.25976
(0.716531397038+0j) (0.397219288291+0j) 0.25977
(0.720299256414+0j) (0.395141448551+0j) 0.25978
(0.724020987186+0j) (0.393110278027+0j) 0.25979
(0.727699900818+0j) (0.391122894548+0j) 0.2598
(0.731336756814+0j) (0.389177884084+0j) 0.25981
(0.734934296826+0j) (0.387272838945+0j) 0.25982
(0.738494817852+0j) (0.385405672036+0j) 0.25983
(0.742017529041+0j) (0.383575967454+0j) 0.25984
(0.7455139762+0j) (0.381777003056+0j) 0.25985
(0.748972084449+0j) (0.380014285551+0j) 0.25986
(0.752397650862+0j) (0.378284131062+0j) 0.25987
(0.755791398166+0j) (0.376585513225+0j) 0.25988
(0.759159911793+0j) (0.374914543232+0j) 0.25989
(0.762502249056+0j) (0.373271150246+0j) 0.2599
(0.765815657141+0j) (0.371656140634+0j) 0.25991
(0.769103483003+0j) (0.370067354862+0j) 0.25992
(0.772366668995+0j) (0.368503850561+0j) 0.25993
(0.775606103566+0j) (0.366964739268+0j) 0.25994
(0.77882262546+0j) (0.365449182221+0j) 0.25995
(0.782017027515+0j) (0.363956386569+0j) 0.25996
(0.785190060077+0j) (0.362485601947+0j) 0.25997
(0.788342434118+0j) (0.361036117367+0j) 0.25998
(0.791474824052+0j) (0.3596072584+0j) 0.25999
(0.794587870297+0j) (0.358198384608+0j) 0.26
(0.79768218162+0j) (0.356808887208+0j) 0.26001
(0.800758337271+0j) (0.355438186931+0j) 0.26002
(0.803816888937+0j) (0.35408573207+0j) 0.26003
(0.806858362539+0j) (0.352750996686+0j) 0.26004
(0.809885000947+0j) (0.351432723457+0j) 0.26005
(0.812893823785+0j) (0.350131940042+0j) 0.26006
(0.81588700829+0j) (0.348847436811+0j) 0.26007
(0.818864992513+0j) (0.34757877571+0j) 0.26008
(0.821828195758+0j) (0.346325537429+0j) 0.26009
(0.824777019683+0j) (0.345087320303+0j) 0.2601
(0.827712423112+0j) (0.343863500924+0j) 0.26011
(0.83063362629+0j) (0.342654188997+0j) 0.26012
(0.833541559092+0j) (0.341458789265+0j) 0.26013
(0.836436562041+0j) (0.340276961202+0j) 0.26014
(0.839318962418+0j) (0.339108377523+0j) 0.26015
(0.842189074963+0j) (0.337952723481+0j) 0.26016
(0.845047202542+0j) (0.336809696208+0j) 0.26017
(0.847893636752+0j) (0.335679004102+0j) 0.26018
(0.8507286585+0j) (0.334560366253+0j) 0.26019
(0.853552538539+0j) (0.333453511903+0j) 0.2602
(0.85636553797+0j) (0.332358179948+0j) 0.26021
(0.859167908715+0j) (0.331274118461+0j) 0.26022
(0.86195989396+0j) (0.330201084255+0j) 0.26023
(0.864741728567+0j) (0.329138842463+0j) 0.26024
(0.867513639466+0j) (0.328087166151+0j) 0.26025
(0.870275846026+0j) (0.327045835949+0j) 0.26026
(0.873028560395+0j) (0.326014639706+0j) 0.26027
(0.875771987828+0j) (0.324993372163+0j) 0.26028
(0.878506326993+0j) (0.323981834649+0j) 0.26029
(0.881231770266+0j) (0.322979834787+0j) 0.2603
(0.883948503997+0j) (0.321987186225+0j) 0.26031
(0.886656708772+0j) (0.321003708373+0j) 0.26032
(0.88935655966+0j) (0.320029226162+0j) 0.26033
(0.89204822644+0j) (0.319063569809+0j) 0.26034
(0.894731873822+0j) (0.318106574603+0j) 0.26035
(0.897407661657+0j) (0.317158080692+0j) 0.26036
(0.900075745129+0j) (0.316217932891+0j) 0.26037
(0.902736274944+0j) (0.31528598049+0j) 0.26038
(0.905389397511+0j) (0.314362077082+0j) 0.26039
(0.908035255101+0j) (0.313446080393+0j) 0.2604
(0.910673986019+0j) (0.312537852118+0j) 0.26041
(0.913305724744+0j) (0.311637257775+0j) 0.26042
(0.915930602084+0j) (0.310744166558+0j) 0.26043
(0.918548745309+0j) (0.309858451196+0j) 0.26044
(0.92116027828+0j) (0.308979987827+0j) 0.26045
(0.92376532158+0j) (0.308108655868+0j) 0.26046
(0.926363992627+0j) (0.307244337901+0j) 0.26047
(0.928956405794+0j) (0.306386919553+0j) 0.26048
(0.931542672511+0j) (0.305536289392+0j) 0.26049
(0.934122901375+0j) (0.304692338825+0j) 0.2605
(0.936697198246+0j) (0.303854961991+0j) 0.26051
(0.939265666339+0j) (0.303024055674+0j) 0.26052
(0.941828406319+0j) (0.302199519212+0j) 0.26053
(0.944385516386+0j) (0.301381254404+0j) 0.26054
(0.946937092357+0j) (0.300569165435+0j) 0.26055
(0.949483227748+0j) (0.299763158792+0j) 0.26056
(0.952024013842+0j) (0.298963143189+0j) 0.26057
(0.954559539776+0j) (0.298169029495+0j) 0.26058
(0.957089892594+0j) (0.297380730663+0j) 0.26059
(0.95961515733+0j) (0.296598161665+0j) 0.2606
(0.962135417057+0j) (0.295821239426+0j) 0.26061
(0.964650752962+0j) (0.295049882764+0j) 0.26062
(0.967161244397+0j) (0.294284012329+0j) 0.26063
(0.969666968936+0j) (0.293523550547+0j) 0.26064
(0.972168002434+0j) (0.292768421566+0j) 0.26065
(0.974664419075+0j) (0.292018551205+0j) 0.26066
(0.977156291427+0j) (0.2912738669+0j) 0.26067
(0.979643690484+0j) (0.290534297658+0j) 0.26068
(0.98212668572+0j) (0.289799774009+0j) 0.26069
(0.984605345127+0j) (0.289070227963+0j) 0.2607
(0.987079735264+0j) (0.288345592966+0j) 0.26071
(0.989549921292+0j) (0.287625803858+0j) 0.26072
(0.992015967023+0j) (0.286910796833+0j) 0.26073
(0.994477934951+0j) (0.2862005094+0j) 0.26074
(0.996935886291+0j) (0.285494880346+0j) 0.26075
(0.999389881016+0j) (0.284793849704+0j) 0.26076
(1.00183997789+0j) (0.28409735871+0j) 0.26077
(1.00428623451+0j) (0.283405349779+0j) 0.26078
(1.00672870732+0j) (0.282717766464+0j) 0.26079
(1.00916745166+0j) (0.282034553434+0j) 0.2608
(1.01160252179+0j) (0.281355656435+0j) 0.26081
(1.01403397091+0j) (0.280681022269+0j) 0.26082
(1.01646185119+0j) (0.28001059876+0j) 0.26083
(1.01888621384+0j) (0.27934433473+0j) 0.26084
(1.02130710904+0j) (0.278682179973+0j) 0.26085
(1.02372458608+0j) (0.278024085227+0j) 0.26086
(1.0261386933+0j) (0.277370002154+0j) 0.26087
(1.02854947814+0j) (0.276719883311+0j) 0.26088
(1.03095698717+0j) (0.276073682134+0j) 0.26089
(1.03336126612+0j) (0.275431352908+0j) 0.2609
(1.03576235987+0j) (0.274792850752+0j) 0.26091
(1.038170308+0j) (0.274155492+0j) 0.26092
(1.04056521186+0j) (0.2735245118+0j) 0.26093
(1.04295706178+0j) (0.272897228468+0j) 0.26094
(1.04534597479+0j) (0.272273580647+0j) 0.26095
(1.04772830117+0j) (0.271654484519+0j) 0.26096
(1.05011120043+0j) (0.271038049546+0j) 0.26097
(1.05249120733+0j) (0.270425149005+0j) 0.26098
(1.05486836083+0j) (0.269815743973+0j) 0.26099
(1.05724269917+0j) (0.269209796193+0j) 0.261
(1.05961425998+0j) (0.26860726806+0j) 0.26101
(1.06198308023+0j) (0.268008122603+0j) 0.26102
(1.0643491963+0j) (0.267412323474+0j) 0.26103
(1.06671264392+0j) (0.266819834932+0j) 0.26104
(1.06907345825+0j) (0.266230621827+0j) 0.26105
(1.07143167389+0j) (0.265644649589+0j) 0.26106
(1.07378732484+0j) (0.265061884216+0j) 0.26107
(1.07614044457+0j) (0.264482292257+0j) 0.26108
(1.07849106598+0j) (0.263905840805+0j) 0.26109
(1.08083922149+0j) (0.263332497481+0j) 0.2611
(1.08318088053+0j) (0.262763215901+0j) 0.26111
(1.08552417652+0j) (0.262195995009+0j) 0.26112
(1.08786510054+0j) (0.261631788195+0j) 0.26113
(1.09020368297+0j) (0.261070565085+0j) 0.26114
(1.09253995371+0j) (0.260512295778+0j) 0.26115
(1.09487394222+0j) (0.259956950838+0j) 0.26116
(1.09720567748+0j) (0.259404501281+0j) 0.26117
(1.09953518806+0j) (0.25885491857+0j) 0.26118
(1.10186250205+0j) (0.258308174604+0j) 0.26119
(1.10418764716+0j) (0.257764241705+0j) 0.2612
(1.1065078152+0j) (0.257223751753+0j) 0.26121
(1.10882869962+0j) (0.256685357862+0j) 0.26122
(1.11114749563+0j) (0.256149694518+0j) 0.26123
(1.11346422929+0j) (0.255616735664+0j) 0.26124
(1.11577892629+0j) (0.255086455626+0j) 0.26125
(1.11809161194+0j) (0.254558829108+0j) 0.26126
(1.12040231117+0j) (0.25403383118+0j) 0.26127
(1.12271104857+0j) (0.253511437277+0j) 0.26128
(1.12501784803+0j) (0.25299162326+0j) 0.26129
(1.12732273327+0j) (0.2524743653+0j) 0.2613
(1.12962572837+0j) (0.251959639747+0j) 0.26131
(1.13192685654+0j) (0.251447423413+0j) 0.26132
(1.13422614065+0j) (0.250937693436+0j) 0.26133
(1.13652360324+0j) (0.250430427276+0j) 0.26134
(1.13881926656+0j) (0.249925602708+0j) 0.26135
(1.14111315252+0j) (0.249423197815+0j) 0.26136
(1.14340528275+0j) (0.248923190984+0j) 0.26137
(1.14569567858+0j) (0.248425560899+0j) 0.26138
(1.14798436104+0j) (0.247930286535+0j) 0.26139
(1.15027135089+0j) (0.247437347154+0j) 0.2614
(1.15255667743+0j) (0.246946720402+0j) 0.26141
(1.15484034274+0j) (0.246458389992+0j) 0.26142
(1.15712212771+0j) (0.245972386797+0j) 0.26143
(1.15940254931+0j) (0.245488585253+0j) 0.26144
(1.16168137792+0j) (0.24500701912+0j) 0.26145
(1.16395863266+0j) (0.244527669268+0j) 0.26146
(1.16623433245+0j) (0.244050516821+0j) 0.26147
(1.16850849592+0j) (0.24357554315+0j) 0.26148
(1.17078114148+0j) (0.243102729866+0j) 0.26149
(1.17305228729+0j) (0.242632058822+0j) 0.2615
(1.17532195127+0j) (0.242163512101+0j) 0.26151
(1.17759015114+0j) (0.24169707202+0j) 0.26152
(1.17985690436+0j) (0.241232721119+0j) 0.26153
(1.18212222819+0j) (0.240770442161+0j) 0.26154
(1.18438613966+0j) (0.240310218128+0j) 0.26155
(1.1866486556+0j) (0.239852032214+0j) 0.26156
(1.18890979261+0j) (0.239395867827+0j) 0.26157
(1.19116956709+0j) (0.23894170858+0j) 0.26158
(1.19342799526+0j) (0.238489538289+0j) 0.26159
(1.1956850931+0j) (0.238039340971+0j) 0.2616
(1.19794087642+0j) (0.23759110084+0j) 0.26161
(1.20019536082+0j) (0.237144802305+0j) 0.26162
(1.20244856174+0j) (0.23670042996+0j) 0.26163
(1.20470049441+0j) (0.236257968592+0j) 0.26164
(1.20695006624+0j) (0.235817619578+0j) 0.26165
(1.2091997198+0j) (0.235378893089+0j) 0.26166
(1.21144732025+0j) (0.234942194194+0j) 0.26167
(1.21369517632+0j) (0.234507063325+0j) 0.26168
(1.2159408948+0j) (0.234073952762+0j) 0.26169
(1.21818547465+0j) (0.233642657455+0j) 0.2617
(1.22042899429+0j) (0.233213151196+0j) 0.26171
(1.22267126384+0j) (0.232785459172+0j) 0.26172
(1.2249123965+0j) (0.232359548637+0j) 0.26173
(1.22715241083+0j) (0.231935405137+0j) 0.26174
(1.22938986546+0j) (0.231513289287+0j) 0.26175
(1.2316289948+0j) (0.231092392896+0j) 0.26176
(1.23386362637+0j) (0.230673864993+0j) 0.26177
(1.23610009342+0j) (0.23025650842+0j) 0.26178
(1.23833798904+0j) (0.229840394212+0j) 0.26179
(1.2405663612+0j) (0.229427542509+0j) 0.2618
(1.24279885801+0j) (0.229015411252+0j) 0.26181
(1.2450360976+0j) (0.228603887163+0j) 0.26182
(1.24726679461+0j) (0.228195036379+0j) 0.26183
(1.24949649365+0j) (0.22778782735+0j) 0.26184
(1.25172520537+0j) (0.227382248395+0j) 0.26185
(1.2539576401+0j) (0.226977437249+0j) 0.26186
(1.25618426884+0j) (0.226575112131+0j) 0.26187
(1.25838891699+0j) (0.2261781614+0j) 0.26188
(1.26061437412+0j) (0.225778872121+0j) 0.26189
(1.26284275872+0j) (0.225380467683+0j) 0.2619
(1.26506072544+0j) (0.224985319555+0j) 0.26191
(1.26728634881+0j) (0.224590197659+0j) 0.26192
(1.26950794974+0j) (0.224197171532+0j) 0.26193
(1.27172926898+0j) (0.223805568145+0j) 0.26194
(1.27394908198+0j) (0.223415594545+0j) 0.26195
(1.27616582532+0j) (0.223027514076+0j) 0.26196
(1.27839430138+0j) (0.222638736156+0j) 0.26197
(1.28061104158+0j) (0.222253348072+0j) 0.26198
(1.28282695287+0j) (0.221869435261+0j) 0.26199
