eig1   eig2   A
(-0.707491551702+0.181531488688j) (-0.707491551702-0.181531488688j) 0.20348
(-0.70763397739+0.180975498779j) (-0.70763397739-0.180975498779j) 0.20349
(-0.707776409589+0.180417657518j) (-0.707776409589-0.180417657518j) 0.2035
(-0.7079188483+0.179857947664j) (-0.7079188483-0.179857947664j) 0.20351
(-0.708061293521+0.1792963517j) (-0.708061293521-0.1792963517j) 0.20352
(-0.708203745253+0.178732851834j) (-0.708203745253-0.178732851834j) 0.20353
(-0.708346203497+0.178167429985j) (-0.708346203497-0.178167429985j) 0.20354
(-0.708488668251+0.17760006778j) (-0.708488668251-0.17760006778j) 0.20355
(-0.708631139516+0.177030746549j) (-0.708631139516-0.177030746549j) 0.20356
(-0.708773617292+0.176459447315j) (-0.708773617292-0.176459447315j) 0.20357
(-0.708916101578+0.175886150786j) (-0.708916101578-0.175886150786j) 0.20358
(-0.709058592375+0.175310837355j) (-0.709058592375-0.175310837355j) 0.20359
(-0.709201089683+0.174733487082j) (-0.709201089683-0.174733487082j) 0.2036
(-0.709343593501+0.174154079695j) (-0.709343593501-0.174154079695j) 0.20361
(-0.70948610383+0.173572594577j) (-0.70948610383-0.173572594577j) 0.20362
(-0.709628620669+0.17298901076j) (-0.709628620669-0.17298901076j) 0.20363
(-0.709771144018+0.172403306916j) (-0.709771144018-0.172403306916j) 0.20364
(-0.709913673877+0.171815461348j) (-0.709913673877-0.171815461348j) 0.20365
(-0.710056210246+0.171225451982j) (-0.710056210246-0.171225451982j) 0.20366
(-0.710198753126+0.170633256355j) (-0.710198753126-0.170633256355j) 0.20367
(-0.710341302515+0.17003885161j) (-0.710341302515-0.17003885161j) 0.20368
(-0.710483858414+0.169442214482j) (-0.710483858414-0.169442214482j) 0.20369
(-0.710626420823+0.168843321288j) (-0.710626420823-0.168843321288j) 0.2037
(-0.710768989742+0.16824214792j) (-0.710768989742-0.16824214792j) 0.20371
(-0.710911565171+0.16763866983j) (-0.710911565171-0.16763866983j) 0.20372
(-0.711054147109+0.167032862022j) (-0.711054147109-0.167032862022j) 0.20373
(-0.711196735556+0.166424699038j) (-0.711196735556-0.166424699038j) 0.20374
(-0.711339330513+0.165814154946j) (-0.711339330513-0.165814154946j) 0.20375
(-0.71148193198+0.165201203331j) (-0.71148193198-0.165201203331j) 0.20376
(-0.711624539955+0.164585817277j) (-0.711624539955-0.164585817277j) 0.20377
(-0.71176715444+0.163967969358j) (-0.71176715444-0.163967969358j) 0.20378
(-0.711909775435+0.163347631621j) (-0.711909775435-0.163347631621j) 0.20379
(-0.712052402938+0.162724775575j) (-0.712052402938-0.162724775575j) 0.2038
(-0.71219503695+0.162099372173j) (-0.71219503695-0.162099372173j) 0.20381
(-0.712337677472+0.161471391801j) (-0.712337677472-0.161471391801j) 0.20382
(-0.712480324502+0.160840804256j) (-0.712480324502-0.160840804256j) 0.20383
(-0.712622978041+0.160207578735j) (-0.712622978041-0.160207578735j) 0.20384
(-0.712765638088+0.159571683817j) (-0.712765638088-0.159571683817j) 0.20385
(-0.712908304645+0.158933087443j) (-0.712908304645-0.158933087443j) 0.20386
(-0.71305097771+0.158291756901j) (-0.71305097771-0.158291756901j) 0.20387
(-0.713193657283+0.157647658805j) (-0.713193657283-0.157647658805j) 0.20388
(-0.713336343365+0.157000759075j) (-0.713336343365-0.157000759075j) 0.20389
(-0.713479035955+0.156351022919j) (-0.713479035955-0.156351022919j) 0.2039
(-0.713621735054+0.155698414809j) (-0.713621735054-0.155698414809j) 0.20391
(-0.713764440661+0.155042898462j) (-0.713764440661-0.155042898462j) 0.20392
(-0.713907152776+0.154384436816j) (-0.713907152776-0.154384436816j) 0.20393
(-0.714049871399+0.153722992004j) (-0.714049871399-0.153722992004j) 0.20394
(-0.71419259653+0.153058525333j) (-0.71419259653-0.153058525333j) 0.20395
(-0.714335328169+0.152390997256j) (-0.714335328169-0.152390997256j) 0.20396
(-0.714478066316+0.151720367349j) (-0.714478066316-0.151720367349j) 0.20397
(-0.714620810971+0.151046594277j) (-0.714620810971-0.151046594277j) 0.20398
(-0.714763562134+0.15036963577j) (-0.714763562134-0.15036963577j) 0.20399
(-0.714906319804+0.149689448593j) (-0.714906319804-0.149689448593j) 0.204
(-0.715049083982+0.149005988513j) (-0.715049083982-0.149005988513j) 0.20401
(-0.715191854667+0.148319210265j) (-0.715191854667-0.148319210265j) 0.20402
(-0.71533463186+0.147629067523j) (-0.71533463186-0.147629067523j) 0.20403
(-0.71547741556+0.14693551286j) (-0.71547741556-0.14693551286j) 0.20404
(-0.715620205767+0.146238497713j) (-0.715620205767-0.146238497713j) 0.20405
(-0.715763002482+0.145537972343j) (-0.715763002482-0.145537972343j) 0.20406
(-0.715905805704+0.144833885798j) (-0.715905805704-0.144833885798j) 0.20407
(-0.716048615433+0.144126185868j) (-0.716048615433-0.144126185868j) 0.20408
(-0.716191431668+0.14341481904j) (-0.716191431668-0.14341481904j) 0.20409
(-0.716334254411+0.142699730457j) (-0.716334254411-0.142699730457j) 0.2041
(-0.716477083661+0.141980863866j) (-0.716477083661-0.141980863866j) 0.20411
(-0.716619919418+0.141258161568j) (-0.716619919418-0.141258161568j) 0.20412
(-0.716762761681+0.140531564366j) (-0.716762761681-0.140531564366j) 0.20413
(-0.716905610451+0.139801011512j) (-0.716905610451-0.139801011512j) 0.20414
(-0.717048465727+0.139066440645j) (-0.717048465727-0.139066440645j) 0.20415
(-0.71719132751+0.138327787735j) (-0.71719132751-0.138327787735j) 0.20416
(-0.7173341958+0.137584987015j) (-0.7173341958-0.137584987015j) 0.20417
(-0.717477070596+0.136837970919j) (-0.717477070596-0.136837970919j) 0.20418
(-0.717619951898+0.136086670009j) (-0.717619951898-0.136086670009j) 0.20419
(-0.717762839706+0.135331012901j) (-0.717762839706-0.135331012901j) 0.2042
(-0.71790573402+0.134570926192j) (-0.71790573402-0.134570926192j) 0.20421
(-0.718048634841+0.133806334374j) (-0.718048634841-0.133806334374j) 0.20422
(-0.718191542168+0.13303715975j) (-0.718191542168-0.13303715975j) 0.20423
(-0.718334456+0.132263322348j) (-0.718334456-0.132263322348j) 0.20424
(-0.718477376339+0.131484739819j) (-0.718477376339-0.131484739819j) 0.20425
(-0.718620303183+0.130701327343j) (-0.718620303183-0.130701327343j) 0.20426
(-0.718763236533+0.129912997521j) (-0.718763236533-0.129912997521j) 0.20427
(-0.718906176388+0.129119660263j) (-0.718906176388-0.129119660263j) 0.20428
(-0.719049122749+0.128321222676j) (-0.719049122749-0.128321222676j) 0.20429
(-0.719192075616+0.127517588931j) (-0.719192075616-0.127517588931j) 0.2043
(-0.719335034988+0.12670866014j) (-0.719335034988-0.12670866014j) 0.20431
(-0.719478000865+0.125894334211j) (-0.719478000865-0.125894334211j) 0.20432
(-0.719620973248+0.125074505704j) (-0.719620973248-0.125074505704j) 0.20433
(-0.719763952136+0.124249065675j) (-0.719763952136-0.124249065675j) 0.20434
(-0.719906937529+0.12341790151j) (-0.719906937529-0.12341790151j) 0.20435
(-0.720049929427+0.122580896748j) (-0.720049929427-0.122580896748j) 0.20436
(-0.72019292783+0.121737930896j) (-0.72019292783-0.121737930896j) 0.20437
(-0.720335932738+0.12088887923j) (-0.720335932738-0.12088887923j) 0.20438
(-0.720478944151+0.120033612585j) (-0.720478944151-0.120033612585j) 0.20439
(-0.720621962069+0.119171997127j) (-0.720621962069-0.119171997127j) 0.2044
(-0.720764986491+0.118303894118j) (-0.720764986491-0.118303894118j) 0.20441
(-0.720908017419+0.117429159655j) (-0.720908017419-0.117429159655j) 0.20442
(-0.72105105485+0.116547644399j) (-0.72105105485-0.116547644399j) 0.20443
(-0.721194098786+0.115659193285j) (-0.721194098786-0.115659193285j) 0.20444
(-0.721337149227+0.114763645205j) (-0.721337149227-0.114763645205j) 0.20445
(-0.721480206172+0.113860832677j) (-0.721480206172-0.113860832677j) 0.20446
(-0.721623269621+0.112950581482j) (-0.721623269621-0.112950581482j) 0.20447
(-0.721766339574+0.112032710281j) (-0.721766339574-0.112032710281j) 0.20448
(-0.721909416032+0.111107030201j) (-0.721909416032-0.111107030201j) 0.20449
(-0.722052498994+0.110173344384j) (-0.722052498994-0.110173344384j) 0.2045
(-0.722195588459+0.109231447513j) (-0.722195588459-0.109231447513j) 0.20451
(-0.722338684429+0.108281125288j) (-0.722338684429-0.108281125288j) 0.20452
(-0.722481786902+0.107322153866j) (-0.722481786902-0.107322153866j) 0.20453
(-0.722624895879+0.106354299261j) (-0.722624895879-0.106354299261j) 0.20454
(-0.72276801136+0.105377316679j) (-0.72276801136-0.105377316679j) 0.20455
(-0.722911133344+0.10439094981j) (-0.722911133344-0.10439094981j) 0.20456
(-0.723054261832+0.103394930057j) (-0.723054261832-0.103394930057j) 0.20457
(-0.723197396824+0.102388975689j) (-0.723197396824-0.102388975689j) 0.20458
(-0.723340538319+0.101372790926j) (-0.723340538319-0.101372790926j) 0.20459
(-0.723483686317+0.100346064938j) (-0.723483686317-0.100346064938j) 0.2046
(-0.723626840819+0.0993084707479j) (-0.723626840819-0.0993084707479j) 0.20461
(-0.723770001823+0.0982596640338j) (-0.723770001823-0.0982596640338j) 0.20462
(-0.723913169331+0.0971992818091j) (-0.723913169331-0.0971992818091j) 0.20463
(-0.724056343342+0.0961269409759j) (-0.724056343342-0.0961269409759j) 0.20464
(-0.724199523856+0.0950422367267j) (-0.724199523856-0.0950422367267j) 0.20465
(-0.724342710873+0.0939447407825j) (-0.724342710873-0.0939447407825j) 0.20466
(-0.724485904393+0.0928339994392j) (-0.724485904393-0.0928339994392j) 0.20467
(-0.724629104415+0.0917095314028j) (-0.724629104415-0.0917095314028j) 0.20468
(-0.72477231094+0.0905708253794j) (-0.72477231094-0.0905708253794j) 0.20469
(-0.724915523968+0.0894173373892j) (-0.724915523968-0.0894173373892j) 0.2047
(-0.725058743498+0.0882484877617j) (-0.725058743498-0.0882484877617j) 0.20471
(-0.725201969531+0.0870636577673j) (-0.725201969531-0.0870636577673j) 0.20472
(-0.725345202066+0.0858621858272j) (-0.725345202066-0.0858621858272j) 0.20473
(-0.725488441104+0.0846433632388j) (-0.725488441104-0.0846433632388j) 0.20474
(-0.725631686644+0.0834064293349j) (-0.725631686644-0.0834064293349j) 0.20475
(-0.725774938686+0.0821505659846j) (-0.725774938686-0.0821505659846j) 0.20476
(-0.72591819723+0.0808748913227j) (-0.72591819723-0.0808748913227j) 0.20477
(-0.726061462276+0.0795784525707j) (-0.726061462276-0.0795784525707j) 0.20478
(-0.726204733824+0.0782602177825j) (-0.726204733824-0.0782602177825j) 0.20479
(-0.726348011874+0.0769190663129j) (-0.726348011874-0.0769190663129j) 0.2048
(-0.726491296426+0.0755537777564j) (-0.726491296426-0.0755537777564j) 0.20481
(-0.726634587479+0.0741630190483j) (-0.726634587479-0.0741630190483j) 0.20482
(-0.726777885035+0.0727453293361j) (-0.726777885035-0.0727453293361j) 0.20483
(-0.726921189092+0.071299102136j) (-0.726921189092-0.071299102136j) 0.20484
(-0.72706449965+0.0698225641494j) (-0.72706449965-0.0698225641494j) 0.20485
(-0.72720781671+0.0683137499462j) (-0.72720781671-0.0683137499462j) 0.20486
(-0.727351140271+0.0667704714817j) (-0.727351140271-0.0667704714817j) 0.20487
(-0.727494470334+0.0651902810963j) (-0.727494470334-0.0651902810963j) 0.20488
(-0.727637806898+0.0635704262123j) (-0.727637806898-0.0635704262123j) 0.20489
(-0.727781149963+0.0619077933269j) (-0.727781149963-0.0619077933269j) 0.2049
(-0.727924499529+0.0601988380393j) (-0.727924499529-0.0601988380393j) 0.20491
(-0.728067855596+0.0584394966045j) (-0.728067855596-0.0584394966045j) 0.20492
(-0.728211218164+0.0566250726748j) (-0.728211218164-0.0566250726748j) 0.20493
(-0.728354587233+0.0547500901543j) (-0.728354587233-0.0547500901543j) 0.20494
(-0.728497962803+0.05280809888j) (-0.728497962803-0.05280809888j) 0.20495
(-0.728641344874+0.0507914132134j) (-0.728641344874-0.0507914132134j) 0.20496
(-0.728784733445+0.0486907528499j) (-0.728784733445-0.0486907528499j) 0.20497
(-0.728928128517+0.0464947370403j) (-0.728928128517-0.0464947370403j) 0.20498
(-0.729071530089+0.0441891517096j) (-0.729071530089-0.0441891517096j) 0.20499
(-0.729214938162+0.0417558508081j) (-0.729214938162-0.0417558508081j) 0.205
(-0.729358352735+0.0391710404588j) (-0.729358352735-0.0391710404588j) 0.20501
(-0.729501773809+0.0364024604261j) (-0.729501773809-0.0364024604261j) 0.20502
(-0.729645201383+0.0334044490237j) (-0.729645201383-0.0334044490237j) 0.20503
(-0.729788635457+0.0301085481824j) (-0.729788635457-0.0301085481824j) 0.20504
(-0.729932076031+0.0264034372155j) (-0.729932076031-0.0264034372155j) 0.20505
(-0.730075523105+0.0220841046577j) (-0.730075523105-0.0220841046577j) 0.20506
(-0.730218976679+0.0166800243814j) (-0.730218976679-0.0166800243814j) 0.20507
(-0.730362436753+0.00828782817161j) (-0.730362436753-0.00828782817161j) 0.20508
(-0.718635870486+0j) (-0.742375936168+0j) 0.20509
(-0.711926819992+0j) (-0.749371932808+0j) 0.2051
(-0.707123863047+0j) (-0.7544618489+0j) 0.20511
(-0.703188206827+0j) (-0.758684477266+0j) 0.20512
(-0.699778916581+0j) (-0.762380752656+0j) 0.20513
(-0.696732949274+0j) (-0.765713718107+0j) 0.20514
(-0.693957262209+0j) (-0.768776416313+0j) 0.20515
(-0.691392811657+0j) (-0.771627891006+0j) 0.20516
(-0.688999348152+0j) (-0.77430839165+0j) 0.20517
(-0.686747975783+0j) (-0.776846814157+0j) 0.20518
(-0.684617118309+0j) (-0.779264734766+0j) 0.20519
(-0.682590159884+0j) (-0.781578769325+0j) 0.2052
(-0.680653981812+0j) (-0.783802036529+0j) 0.20521
(-0.678798011487+0j) (-0.785945108983+0j) 0.20522
(-0.677013580093+0j) (-0.788016655504+0j) 0.20523
(-0.675293474721+0j) (-0.790023889+0j) 0.20524
(-0.673631617488+0j) (-0.791972887355+0j) 0.20525
(-0.672022830229+0j) (-0.793868828733+0j) 0.20526
(-0.670462658421+0j) (-0.795716167657+0j) 0.20527
(-0.668947237079+0j) (-0.797518769112+0j) 0.20528
(-0.667473187004+0j) (-0.799280012296+0j) 0.20529
(-0.66603753339+0j) (-0.801002872016+0j) 0.2053
(-0.664637641162+0j) (-0.802689983346+0j) 0.20531
(-0.663271163037+0j) (-0.80434369357+0j) 0.20532
(-0.661935997359+0j) (-0.805966104343+0j) 0.20533
(-0.660630253563+0j) (-0.80755910623+0j) 0.20534
(-0.659352223646+0j) (-0.809124407233+0j) 0.20535
(-0.658100358403+0j) (-0.810663556559+0j) 0.20536
(-0.656873247503+0j) (-0.812177964537+0j) 0.20537
(-0.655669602666+0j) (-0.813668919447+0j) 0.20538
(-0.654488243376+0j) (-0.815137601806+0j) 0.20539
(-0.653328084668+0j) (-0.816585096577+0j) 0.2054
(-0.652188126648+0j) (-0.818012403656+0j) 0.20541
(-0.651067445436+0j) (-0.819420446923+0j) 0.20542
(-0.649965185318+0j) (-0.820810082088+0j) 0.20543
(-0.648880551912+0j) (-0.822182103537+0j) 0.20544
(-0.647812806184+0j) (-0.823537250303+0j) 0.20545
(-0.646761259196+0j) (-0.824876211323+0j) 0.20546
(-0.645725267484+0j) (-0.826199630061+0j) 0.20547
(-0.644704228961+0j) (-0.827508108603+0j) 0.20548
(-0.643697579289+0j) (-0.828802211288+0j) 0.20549
(-0.642704788649+0j) (-0.830082467936+0j) 0.2055
(-0.641725358853+0j) (-0.831349376732+0j) 0.20551
(-0.640758820767+0j) (-0.832603406812+0j) 0.20552
(-0.639804731993+0j) (-0.833845000574+0j) 0.20553
(-0.638862674781+0j) (-0.835074575766+0j) 0.20554
(-0.637932254157+0j) (-0.836292527364+0j) 0.20555
(-0.637013096213+0j) (-0.837499229274+0j) 0.20556
(-0.636104846575+0j) (-0.838695035871+0j) 0.20557
(-0.635207169+0j) (-0.839880283397+0j) 0.20558
(-0.634319744108+0j) (-0.841055291233+0j) 0.20559
(-0.633442268219+0j) (-0.842220363058+0j) 0.2056
(-0.632574452293+0j) (-0.843375787913+0j) 0.20561
(-0.631716020964+0j) (-0.844521841161+0j) 0.20562
(-0.630866711652+0j) (-0.845658785385+0j) 0.20563
(-0.630026273745+0j) (-0.846786871196+0j) 0.20564
(-0.62919446785+0j) (-0.847906337986+0j) 0.20565
(-0.628371065105+0j) (-0.849017414617+0j) 0.20566
(-0.627555846538+0j) (-0.850120320061+0j) 0.20567
(-0.626748602485+0j) (-0.851215263983+0j) 0.20568
(-0.62594913204+0j) (-0.852302447288+0j) 0.20569
(-0.625157242555+0j) (-0.853382062624+0j) 0.2057
(-0.624372749171+0j) (-0.854454294849+0j) 0.20571
(-0.623595474386+0j) (-0.855519321465+0j) 0.20572
(-0.622825247652+0j) (-0.856577313021+0j) 0.20573
(-0.622061904998+0j) (-0.857628433487+0j) 0.20574
(-0.621305288681+0j) (-0.858672840607+0j) 0.20575
(-0.620555246862+0j) (-0.859710686218+0j) 0.20576
(-0.619811633298+0j) (-0.860742116564+0j) 0.20577
(-0.619074307062+0j) (-0.861767272571+0j) 0.20578
(-0.618343132273+0j) (-0.862786290121+0j) 0.20579
(-0.617617977848+0j) (-0.863799300296+0j) 0.2058
(-0.61689871727+0j) (-0.864806429614+0j) 0.20581
(-0.616185228365+0j) (-0.865807800248+0j) 0.20582
(-0.615477393099+0j) (-0.866803530231+0j) 0.20583
(-0.614775097385+0j) (-0.867793733651+0j) 0.20584
(-0.614078230899+0j) (-0.868778520832+0j) 0.20585
(-0.613386686908+0j) (-0.869757998506+0j) 0.20586
(-0.612700362112+0j) (-0.870732269974+0j) 0.20587
(-0.612019156487+0j) (-0.871701435259+0j) 0.20588
(-0.611342973146+0j) (-0.872665591248+0j) 0.20589
(-0.610671718201+0j) (-0.873624831829+0j) 0.2059
(-0.610005300632+0j) (-0.874579248021+0j) 0.20591
(-0.609343632174+0j) (-0.875528928091+0j) 0.20592
(-0.60868662719+0j) (-0.876473957672+0j) 0.20593
(-0.608034202576+0j) (-0.877414419873+0j) 0.20594
(-0.607386277645+0j) (-0.878350395376+0j) 0.20595
(-0.60674277404+0j) (-0.879281962542+0j) 0.20596
(-0.606103615634+0j) (-0.880209197494+0j) 0.20597
(-0.605468728447+0j) (-0.881132174215+0j) 0.20598
(-0.604838040559+0j) (-0.882050964624+0j) 0.20599
(-0.604211482031+0j) (-0.882965638658+0j) 0.206
(-0.603588984831+0j) (-0.88387626435+0j) 0.20601
(-0.602970482764+0j) (-0.884782907897+0j) 0.20602
(-0.602355911396+0j) (-0.885685633729+0j) 0.20603
(-0.601745207999+0j) (-0.886584504578+0j) 0.20604
(-0.601138311479+0j) (-0.887479581534+0j) 0.20605
(-0.600535162326+0j) (-0.88837092411+0j) 0.20606
(-0.599935702549+0j) (-0.889258590294+0j) 0.20607
(-0.599339875628+0j) (-0.890142636608+0j) 0.20608
(-0.59874762646+0j) (-0.891023118154+0j) 0.20609
(-0.598158901311+0j) (-0.891900088666+0j) 0.2061
(-0.597573647768+0j) (-0.892773600557+0j) 0.20611
(-0.596991814693+0j) (-0.893643704964+0j) 0.20612
(-0.596413352183+0j) (-0.894510451791+0j) 0.20613
(-0.595838211526+0j) (-0.89537388975+0j) 0.20614
(-0.595266345163+0j) (-0.896234066398+0j) 0.20615
(-0.59469770665+0j) (-0.897091028182+0j) 0.20616
(-0.59413225062+0j) (-0.897944820465+0j) 0.20617
(-0.593569932754+0j) (-0.898795487569+0j) 0.20618
(-0.593010709738+0j) (-0.899643072806+0j) 0.20619
(-0.592454539242+0j) (-0.900487618507+0j) 0.2062
(-0.591901379881+0j) (-0.901329166056+0j) 0.20621
(-0.59135119119+0j) (-0.902167755919+0j) 0.20622
(-0.590803933593+0j) (-0.90300342767+0j) 0.20623
(-0.59025956838+0j) (-0.903836220021+0j) 0.20624
(-0.589718057675+0j) (-0.904666170846+0j) 0.20625
(-0.589179364416+0j) (-0.905493317208+0j) 0.20626
(-0.588643452329+0j) (-0.906317695381+0j) 0.20627
(-0.588110285903+0j) (-0.907139340874+0j) 0.20628
(-0.587579830372+0j) (-0.907958288455+0j) 0.20629
(-0.587052051689+0j) (-0.908774572171+0j) 0.2063
(-0.586526916508+0j) (-0.909588225366+0j) 0.20631
(-0.586004392162+0j) (-0.910399280708+0j) 0.20632
(-0.585484446646+0j) (-0.911207770202+0j) 0.20633
(-0.584967048597+0j) (-0.912013725209+0j) 0.20634
(-0.584452167278+0j) (-0.912817176469+0j) 0.20635
(-0.583939772557+0j) (-0.913618154111+0j) 0.20636
(-0.583429834894+0j) (-0.914416687677+0j) 0.20637
(-0.582922325323+0j) (-0.915212806131+0j) 0.20638
(-0.582417215438+0j) (-0.91600653788+0j) 0.20639
(-0.581914477377+0j) (-0.916797910787+0j) 0.2064
(-0.581414083805+0j) (-0.917586952184+0j) 0.20641
(-0.580916007907+0j) (-0.918373688888+0j) 0.20642
(-0.580420223368+0j) (-0.919158147213+0j) 0.20643
(-0.579926704361+0j) (-0.919940352986+0j) 0.20644
(-0.579435425537+0j) (-0.920720331556+0j) 0.20645
(-0.578946362013+0j) (-0.921498107806+0j) 0.20646
(-0.578459489354+0j) (-0.922273706169+0j) 0.20647
(-0.577974783572+0j) (-0.923047150637+0j) 0.20648
(-0.577492221103+0j) (-0.92381846477+0j) 0.20649
(-0.577011778807+0j) (-0.924587671709+0j) 0.2065
(-0.576533433951+0j) (-0.925354794187+0j) 0.20651
(-0.576057164202+0j) (-0.926119854537+0j) 0.20652
(-0.575582947614+0j) (-0.926882874705+0j) 0.20653
(-0.575110762624+0j) (-0.927643876253+0j) 0.20654
(-0.574640588038+0j) (-0.928402880376+0j) 0.20655
(-0.574172403024+0j) (-0.929159907905+0j) 0.20656
(-0.573706187104+0j) (-0.929914979319+0j) 0.20657
(-0.573241920143+0j) (-0.930668114751+0j) 0.20658
(-0.572779582345+0j) (-0.931419333998+0j) 0.20659
(-0.572319154244+0j) (-0.932168656527+0j) 0.2066
(-0.571860616692+0j) (-0.932916101483+0j) 0.20661
(-0.571403950858+0j) (-0.933661687699+0j) 0.20662
(-0.570949138217+0j) (-0.934405433698+0j) 0.20663
(-0.570496160545+0j) (-0.935147357707+0j) 0.20664
(-0.57004499991+0j) (-0.935887477656+0j) 0.20665
(-0.569595638667+0j) (-0.936625811189+0j) 0.20666
(-0.569148059451+0j) (-0.937362375671+0j) 0.20667
(-0.568702245173+0j) (-0.938097188193+0j) 0.20668
(-0.568258179011+0j) (-0.938830265575+0j) 0.20669
(-0.567815844405+0j) (-0.939561624377+0j) 0.2067
(-0.567375225051+0j) (-0.940291280903+0j) 0.20671
(-0.566936304899+0j) (-0.941019251203+0j) 0.20672
(-0.566499068142+0j) (-0.941745551084+0j) 0.20673
(-0.566063499214+0j) (-0.942470196112+0j) 0.20674
(-0.565629582786+0j) (-0.943193201615+0j) 0.20675
(-0.565197303757+0j) (-0.943914582694+0j) 0.20676
(-0.564766647255+0j) (-0.944634354222+0j) 0.20677
(-0.564337598625+0j) (-0.945352530852+0j) 0.20678
(-0.563910143433+0j) (-0.946069127021+0j) 0.20679
(-0.563484267453+0j) (-0.946784156952+0j) 0.2068
(-0.563059956668+0j) (-0.947497634661+0j) 0.20681
(-0.562637197266+0j) (-0.948209573963+0j) 0.20682
(-0.562215975633+0j) (-0.94891998847+0j) 0.20683
(-0.56179627835+0j) (-0.949628891602+0j) 0.20684
(-0.561378092191+0j) (-0.950336296584+0j) 0.20685
(-0.560961404115+0j) (-0.951042216456+0j) 0.20686
(-0.560546201268+0j) (-0.951746664073+0j) 0.20687
(-0.560132470976+0j) (-0.952449652109+0j) 0.20688
(-0.559720200739+0j) (-0.953151193064+0j) 0.20689
(-0.559309378233+0j) (-0.95385129926+0j) 0.2069
(-0.558899991305+0j) (-0.954549982852+0j) 0.20691
(-0.558492027965+0j) (-0.955247255828+0j) 0.20692
(-0.558085476391+0j) (-0.955943130012+0j) 0.20693
(-0.557680324919+0j) (-0.956637617067+0j) 0.20694
(-0.557276562044+0j) (-0.957330728498+0j) 0.20695
(-0.556874176413+0j) (-0.958022475656+0j) 0.20696
(-0.556473156827+0j) (-0.958712869742+0j) 0.20697
(-0.556073492235+0j) (-0.959401921805+0j) 0.20698
(-0.555675171734+0j) (-0.960089642751+0j) 0.20699
(-0.555278184561+0j) (-0.96077604334+0j) 0.207
(-0.554882520097+0j) (-0.961461134192+0j) 0.20701
(-0.554488167859+0j) (-0.96214492579+0j) 0.20702
(-0.554095117501+0j) (-0.962827428479+0j) 0.20703
(-0.55370335881+0j) (-0.963508652472+0j) 0.20704
(-0.553312881703+0j) (-0.964188607852+0j) 0.20705
(-0.552923676228+0j) (-0.964867304571+0j) 0.20706
(-0.552535732557+0j) (-0.965544752457+0j) 0.20707
(-0.552149040988+0j) (-0.966220961213+0j) 0.20708
(-0.551763591938+0j) (-0.966895940419+0j) 0.20709
(-0.551379375947+0j) (-0.967569699537+0j) 0.2071
(-0.550996383671+0j) (-0.96824224791+0j) 0.20711
(-0.550614605881+0j) (-0.968913594767+0j) 0.20712
(-0.550234033465+0j) (-0.969583749221+0j) 0.20713
(-0.549854657418+0j) (-0.970252720275+0j) 0.20714
(-0.549476468849+0j) (-0.970920516821+0j) 0.20715
(-0.549099458972+0j) (-0.971587147644+0j) 0.20716
(-0.54872361911+0j) (-0.972252621423+0j) 0.20717
(-0.548348940687+0j) (-0.972916946731+0j) 0.20718
(-0.547975415232+0j) (-0.97358013204+0j) 0.20719
(-0.547603034374+0j) (-0.974242185721+0j) 0.2072
(-0.547231789842+0j) (-0.974903116045+0j) 0.20721
(-0.546861673463+0j) (-0.975562931185+0j) 0.20722
(-0.546492677157+0j) (-0.97622163922+0j) 0.20723
(-0.546124792942+0j) (-0.976879248132+0j) 0.20724
(-0.545758012928+0j) (-0.977535765812+0j) 0.20725
(-0.545392329315+0j) (-0.978191200059+0j) 0.20726
(-0.545027734394+0j) (-0.978845558582+0j) 0.20727
(-0.544664220545+0j) (-0.979498849001+0j) 0.20728
(-0.544301780234+0j) (-0.980151078849+0j) 0.20729
(-0.543940406013+0j) (-0.980802255575+0j) 0.2073
(-0.543580090518+0j) (-0.981452386542+0j) 0.20731
(-0.54322082647+0j) (-0.98210147903+0j) 0.20732
(-0.542862606669+0j) (-0.982749540238+0j) 0.20733
(-0.542505423997+0j) (-0.983396577283+0j) 0.20734
(-0.542149271415+0j) (-0.984042597205+0j) 0.20735
(-0.541794141961+0j) (-0.984687606965+0j) 0.20736
(-0.541440028752+0j) (-0.985331613448+0j) 0.20737
(-0.541086924979+0j) (-0.985974623461+0j) 0.20738
(-0.540734823907+0j) (-0.986616643739+0j) 0.20739
(-0.540383718875+0j) (-0.987257680942+0j) 0.2074
(-0.540033603295+0j) (-0.987897741661+0j) 0.20741
(-0.539684470648+0j) (-0.988536832411+0j) 0.20742
(-0.539336314487+0j) (-0.989174959641+0j) 0.20743
(-0.538989128434+0j) (-0.989812129729+0j) 0.20744
(-0.538642906177+0j) (-0.990448348986+0j) 0.20745
(-0.538297641472+0j) (-0.991083623656+0j) 0.20746
(-0.537953328143+0j) (-0.991717959915+0j) 0.20747
(-0.537609960077+0j) (-0.992351363877+0j) 0.20748
(-0.537267531224+0j) (-0.99298384159+0j) 0.20749
(-0.536926035599+0j) (-0.993615399039+0j) 0.2075
(-0.536585467279+0j) (-0.994246042148+0j) 0.20751
(-0.536245820401+0j) (-0.994875776778+0j) 0.20752
(-0.535907089165+0j) (-0.995504608732+0j) 0.20753
(-0.535569267828+0j) (-0.99613254375+0j) 0.20754
(-0.535232350706+0j) (-0.996759587517+0j) 0.20755
(-0.534896332175+0j) (-0.997385745657+0j) 0.20756
