eig1   eig2   A
(0.186469634121+0.0919075509886j) (0.186469634121-0.0919075509886j) 0.168
(0.182511695225+0.099535940664j) (0.182511695225-0.099535940664j) 0.169
(0.178531313157+0.10651052812j) (0.178531313157-0.10651052812j) 0.17
(0.174528506474+0.112950089889j) (0.174528506474-0.112950089889j) 0.171
(0.170503293844+0.118939266713j) (0.170503293844-0.118939266713j) 0.172
(0.166455694042+0.124540853936j) (0.166455694042-0.124540853936j) 0.173
(0.162385725949+0.129802921331j) (0.162385725949-0.129802921331j) 0.174
(0.158293408556+0.134763196704j) (0.158293408556-0.134763196704j) 0.175
(0.15417876096+0.139451898685j) (0.15417876096-0.139451898685j) 0.176
(0.150041802368+0.143893641j) (0.150041802368-0.143893641j) 0.177
(0.145882552092+0.148108755222j) (0.145882552092-0.148108755222j) 0.178
(0.141701029553+0.152114235369j) (0.141701029553-0.152114235369j) 0.179
(0.137497254279+0.155924428631j) (0.137497254279-0.155924428631j) 0.18
(0.133271245906+0.159551550895j) (0.133271245906-0.159551550895j) 0.181
(0.129023024178+0.163006078446j) (0.129023024178-0.163006078446j) 0.182
(0.124752608945+0.166297050304j) (0.124752608945-0.166297050304j) 0.183
(0.120460020166+0.16943230483j) (0.120460020166-0.16943230483j) 0.184
(0.116145277906+0.172418667199j) (0.116145277906-0.172418667199j) 0.185
(0.111808402338+0.175262099568j) (0.111808402338-0.175262099568j) 0.186
(0.107449413743+0.177967822554j) (0.107449413743-0.177967822554j) 0.187
(0.103068332509+0.180540414346j) (0.103068332509-0.180540414346j) 0.188
(0.0986651791302+0.182983892203j) (0.0986651791302-0.182983892203j) 0.189
(0.0942399742091+0.185301779915j) (0.0942399742091-0.185301779915j) 0.19
(0.0897927384553+0.187497163977j) (0.0897927384553-0.187497163977j) 0.191
(0.0853234926853+0.18957274059j) (0.0853234926853-0.18957274059j) 0.192
(0.080832257823+0.191530855148j) (0.080832257823-0.191530855148j) 0.193
(0.0763190548991+0.193373535516j) (0.0763190548991-0.193373535516j) 0.194
(0.0717839050517+0.195102520113j) (0.0717839050517-0.195102520113j) 0.195
(0.0672268295257+0.196719281644j) (0.0672268295257-0.196719281644j) 0.196
(0.0626478496731+0.198225047131j) (0.0626478496731-0.198225047131j) 0.197
(0.058046986953+0.199620814758j) (0.058046986953-0.199620814758j) 0.198
(0.053424262931+0.200907367981j) (0.053424262931-0.200907367981j) 0.199
(0.0487796992801+0.202085287235j) (0.0487796992801-0.202085287235j) 0.2
(0.0441133177799+0.20315495951j) (0.0441133177799-0.20315495951j) 0.201
(0.0394251403169+0.204116586024j) (0.0394251403169-0.204116586024j) 0.202
(0.0347151888842+0.204970188173j) (0.0347151888842-0.204970188173j) 0.203
(0.0299834855819+0.205715611881j) (0.0299834855819-0.205715611881j) 0.204
(0.0252300526166+0.206352530452j) (0.0252300526166-0.206352530452j) 0.205
(0.0204549123019+0.206880446011j) (0.0204549123019-0.206880446011j) 0.206
(0.0156580870576+0.207298689549j) (0.0156580870576-0.207298689549j) 0.207
(0.0108395994105+0.207606419611j) (0.0108395994105-0.207606419611j) 0.208
(0.00599947199376+0.207802619606j) (0.00599947199376-0.207802619606j) 0.209
(0.00113772754704+0.207886093703j) (0.00113772754704-0.207886093703j) 0.21
(-0.00374561108342+0.207855461263j) (-0.00374561108342-0.207855461263j) 0.211
(-0.00865052094495+0.207709149694j) (-0.00865052094495-0.207709149694j) 0.212
(-0.0135769789785+0.207445385635j) (-0.0135769789785-0.207445385635j) 0.213
(-0.0185249620185+0.207062184287j) (-0.0185249620185-0.207062184287j) 0.214
(-0.0234944467933+0.206557336711j) (-0.0234944467933-0.206557336711j) 0.215
(-0.0284854099247+0.205928394839j) (-0.0284854099247-0.205928394839j) 0.216
(-0.0334978279285+0.205172653888j) (-0.0334978279285-0.205172653888j) 0.217
(-0.0385316772139+0.204287131828j) (-0.0385316772139-0.204287131828j) 0.218
(-0.0435869340843+0.203268545419j) (-0.0435869340843-0.203268545419j) 0.219
(-0.0486635747368+0.202113282278j) (-0.0486635747368-0.202113282278j) 0.22
(-0.0537615752623+0.200817368285j) (-0.0537615752623-0.200817368285j) 0.221
(-0.0588809116458+0.199376429458j) (-0.0588809116458-0.199376429458j) 0.222
(-0.0640215597662+0.197785647267j) (-0.0640215597662-0.197785647267j) 0.223
(-0.0691834953964+0.19603970604j) (-0.0691834953964-0.19603970604j) 0.224
(-0.0743666942034+0.194132730813j) (-0.0743666942034-0.194132730813j) 0.225
(-0.0795711317482+0.192058213498j) (-0.0795711317482-0.192058213498j) 0.226
(-0.0847967834862+0.189808924685j) (-0.0847967834862-0.189808924685j) 0.227
(-0.0900436247666+0.187376807579j) (-0.0900436247666-0.187376807579j) 0.228
(-0.0953116308331+0.184752849525j) (-0.0953116308331-0.184752849525j) 0.229
(-0.100600776823+0.181926925116j) (-0.100600776823-0.181926925116j) 0.23
(-0.10591103777+0.178887602864j) (-0.10591103777-0.178887602864j) 0.231
(-0.111242388599+0.175621904552j) (-0.111242388599-0.175621904552j) 0.232
(-0.116594804132+0.172115002337j) (-0.116594804132-0.172115002337j) 0.233
(-0.121968259083+0.168349832658j) (-0.121968259083-0.168349832658j) 0.234
(-0.127362728063+0.16430659719j) (-0.127362728063-0.16430659719j) 0.235
(-0.132778185576+0.159962107435j) (-0.132778185576-0.159962107435j) 0.236
(-0.138214606021+0.155288908369j) (-0.138214606021-0.155288908369j) 0.237
(-0.143671963691+0.150254082238j) (-0.143671963691-0.150254082238j) 0.238
(-0.149150232774+0.144817576431j) (-0.149150232774-0.144817576431j) 0.239
(-0.154649387354+0.138929800156j) (-0.154649387354-0.138929800156j) 0.24
(-0.160169401406+0.132528054514j) (-0.160169401406-0.132528054514j) 0.241
(-0.165710248805+0.125531015375j) (-0.165710248805-0.125531015375j) 0.242
(-0.171271903316+0.117829781951j) (-0.171271903316-0.117829781951j) 0.243
(-0.176854338602+0.10927243613j) (-0.176854338602-0.10927243613j) 0.244
(-0.18245752822+0.0996351984802j) (-0.18245752822-0.0996351984802j) 0.245
(-0.188081445621+0.0885623633016j) (-0.188081445621-0.0885623633016j) 0.246
(-0.193726064151+0.0754197218818j) (-0.193726064151-0.0754197218818j) 0.247
(-0.199391357054+0.058830341768j) (-0.199391357054-0.058830341768j) 0.248
(-0.205077297465+0.0340767434595j) (-0.205077297465-0.0340767434595j) 0.249
(-0.175971323481+0j) (-0.245596393352+0j) 0.25
(-0.156020548308+0j) (-0.277001477364+0j) 0.251
(-0.143639255954+0j) (-0.300878211136+0j) 0.252
(-0.134333945091+0j) (-0.321720041433+0j) 0.253
(-0.126802263607+0j) (-0.340829265591+0j) 0.254
(-0.120451919658+0j) (-0.358798120472+0j) 0.255
(-0.114955294855+0j) (-0.375954169271+0j) 0.256
(-0.110109204549+0j) (-0.392500541235+0j) 0.257
(-0.105777688312+0j) (-0.408573141183+0j) 0.258
(-0.101864681306+0j) (-0.42426797813+0j) 0.259
(-0.0982994674994+0j) (-0.439655712082+0j) 0.26
(-0.0950282961701+0j) (-0.454790037521+0j) 0.261
(-0.0920092461022+0j) (-0.469712819218+0j) 0.262
(-0.0892089228737+0j) (-0.48445739494+0j) 0.263
(-0.0866002492655+0j) (-0.499050785043+0j) 0.264
(-0.0841609375596+0j) (-0.513515220173+0j) 0.265
(-0.0818724035171+0j) (-0.527869227289+0j) 0.266
(-0.0797189757291+0j) (-0.542128420313+0j) 0.267
(-0.0776873080005+0j) (-0.556306087742+0j) 0.268
(-0.0757659346697+0j) (-0.570413637334+0j) 0.269
(-0.0739449286835+0j) (-0.584460938031+0j) 0.27
(-0.0722156349298+0j) (-0.598456586625+0j) 0.271
(-0.0705704596057+0j) (-0.61240811839+0j) 0.272
(-0.0690027019329+0j) (-0.626322175371+0j) 0.273
(-0.0675064183084+0j) (-0.640204642226+0j) 0.274
(-0.0660763116006+0j) (-0.654060756939+0j) 0.275
(-0.0647076401577+0j) (-0.667895201802+0j) 0.276
(-0.0633961424263+0j) (-0.681712178804+0j) 0.277
(-0.0621379740465+0j) (-0.695515472534+0j) 0.278
(-0.0609296550047+0j) (-0.709308503027+0j) 0.279
(-0.0597680249609+0j) (-0.723094370436+0j) 0.28
(-0.0586502052664+0j) (-0.736875893017+0j) 0.281
(-0.0575735664951+0j) (-0.750655639598+0j) 0.282
(-0.0565357005503+0j) (-0.76443595747+0j) 0.283
(-0.0555343965874+0j) (-0.778218996463+0j) 0.284
(-0.05456762014+0j) (-0.792006729827+0j) 0.285
(-0.0536334949473+0j) (-0.805800972395+0j) 0.286
(-0.0527302870723+0j) (-0.819603396475+0j) 0.287
(-0.0518563909694+0j) (-0.833415545773+0j) 0.288
(-0.0510103172213+0j) (-0.847238847664+0j) 0.289
(-0.0501906817088+0j) (-0.861074624018+0j) 0.29
(-0.0493961960156+0j) (-0.874924100795+0j) 0.291
(-0.0486256589035+0j) (-0.888788416573+0j) 0.292
(-0.0478779487163+0j) (-0.902668630142+0j) 0.293
(-0.047152016593+0j) (-0.91656572729+0j) 0.294
(-0.0464468803897+0j) (-0.930480626883+0j) 0.295
(-0.0457616192213+0j) (-0.944414186325+0j) 0.296
(-0.04509536855+0j) (-0.958367206465+0j) 0.297
(-0.0444473157552+0j) (-0.972340436031+0j) 0.298
(-0.0438166961288+0j) (-0.986334575633+0j) 0.299
